subject,predicate,object
"POCO_CD_POCO_019573","is","well"
"POCO_CD_POCO_019574","is","well"
"POCO_CD_POCO_019575","is","well"
"POCO_CD_POCO_019576","is","well"
"POCO_CD_POCO_019577","is","well"
"POCO_CD_POCO_019578","is","well"
"POCO_CD_POCO_019579","is","well"
"POCO_CD_POCO_019580","is","well"
"POCO_CD_POCO_019581","is","well"
"POCO_CD_POCO_019582","is","well"
"POCO_CD_POCO_019583","is","well"
"POCO_CD_POCO_019584","is","well"
"POCO_CD_POCO_019585","is","well"
"POCO_CD_POCO_019586","is","well"
"POCO_CD_POCO_019587","is","well"
"POCO_CD_POCO_019588","is","well"
"POCO_CD_POCO_019589","is","well"
"POCO_CD_POCO_019590","is","well"
"POCO_CD_POCO_019591","is","well"
"POCO_CD_POCO_019592","is","well"
"POCO_CD_POCO_019593","is","well"
"POCO_CD_POCO_019594","is","well"
"POCO_CD_POCO_019595","is","well"
"POCO_CD_POCO_019596","is","well"
"POCO_CD_POCO_019597","is","well"
"POCO_CD_POCO_019598","is","well"
"POCO_CD_POCO_019599","is","well"
"POCO_CD_POCO_019600","is","well"
"POCO_CD_POCO_019601","is","well"
"POCO_CD_POCO_019602","is","well"
"POCO_CD_POCO_019603","is","well"
"POCO_CD_POCO_019604","is","well"
"POCO_CD_POCO_019605","is","well"
"POCO_CD_POCO_019606","is","well"
"POCO_CD_POCO_019607","is","well"
"POCO_CD_POCO_019608","is","well"
"POCO_CD_POCO_019609","is","well"
"POCO_CD_POCO_019610","is","well"
"POCO_CD_POCO_019611","is","well"
"POCO_CD_POCO_019612","is","well"
"POCO_CD_POCO_019613","is","well"
"POCO_CD_POCO_019614","is","well"
"POCO_CD_POCO_019615","is","well"
"POCO_CD_POCO_019616","is","well"
"POCO_CD_POCO_019617","is","well"
"POCO_CD_POCO_019618","is","well"
"POCO_CD_POCO_019619","is","well"
"POCO_CD_POCO_019620","is","well"
"POCO_CD_POCO_019621","is","well"
"POCO_CD_POCO_019622","is","well"
"POCO_CD_POCO_019623","is","well"
"POCO_CD_POCO_019624","is","well"
"POCO_CD_POCO_019625","is","well"
"POCO_CD_POCO_019626","is","well"
"POCO_CD_POCO_019627","is","well"
"POCO_CD_POCO_019628","is","well"
"POCO_CD_POCO_019629","is","well"
"POCO_CD_POCO_019630","is","well"
"POCO_CD_POCO_019631","is","well"
"POCO_CD_POCO_019632","is","well"
"POCO_CD_POCO_019633","is","well"
"POCO_CD_POCO_019634","is","well"
"POCO_CD_POCO_019635","is","well"
"POCO_CD_POCO_019636","is","well"
"POCO_CD_POCO_019637","is","well"
"POCO_CD_POCO_019638","is","well"
"POCO_CD_POCO_019639","is","well"
"POCO_CD_POCO_019640","is","well"
"POCO_CD_POCO_019641","is","well"
"POCO_CD_POCO_019642","is","well"
"POCO_CD_POCO_019643","is","well"
"POCO_CD_POCO_019644","is","well"
"POCO_CD_POCO_019645","is","well"
"POCO_CD_POCO_019646","is","well"
"POCO_CD_POCO_019647","is","well"
"POCO_CD_POCO_019648","is","well"
"POCO_CD_POCO_019649","is","well"
"POCO_CD_POCO_019650","is","well"
"POCO_CD_POCO_019651","is","well"
"POCO_CD_POCO_019652","is","well"
"POCO_CD_POCO_019653","is","well"
"POCO_CD_POCO_019654","is","well"
"POCO_CD_POCO_019655","is","well"
"POCO_CD_POCO_019656","is","well"
"POCO_CD_POCO_019657","is","well"
"POCO_CD_POCO_019658","is","well"
"POCO_CD_POCO_019659","is","well"
"POCO_CD_POCO_019660","is","well"
"POCO_CD_POCO_019661","is","well"
"POCO_CD_POCO_019662","is","well"
"POCO_CD_POCO_019663","is","well"
"POCO_CD_POCO_019664","is","well"
"POCO_CD_POCO_019665","is","well"
"POCO_CD_POCO_019666","is","well"
"POCO_CD_POCO_019667","is","well"
"POCO_CD_POCO_019668","is","well"
"POCO_CD_POCO_019669","is","well"
"POCO_CD_POCO_019670","is","well"
"POCO_CD_POCO_019671","is","well"
"POCO_CD_POCO_019672","is","well"
"POCO_CD_POCO_019673","is","well"
"POCO_CD_POCO_019674","is","well"
"POCO_CD_POCO_019675","is","well"
"POCO_CD_POCO_019676","is","well"
"POCO_CD_POCO_019677","is","well"
"POCO_CD_POCO_019678","is","well"
"POCO_CD_POCO_019679","is","well"
"POCO_CD_POCO_019680","is","well"
"POCO_CD_POCO_019681","is","well"
"POCO_CD_POCO_019682","is","well"
"POCO_CD_POCO_019683","is","well"
"POCO_CD_POCO_019684","is","well"
"POCO_CD_POCO_019685","is","well"
"POCO_CD_POCO_019686","is","well"
"POCO_CD_POCO_019687","is","well"
"POCO_CD_POCO_019688","is","well"
"POCO_CD_POCO_019689","is","well"
"POCO_CD_POCO_019690","is","well"
"POCO_CD_POCO_019691","is","well"
"POCO_CD_POCO_019692","is","well"
"POCO_CD_POCO_019693","is","well"
"POCO_CD_POCO_019694","is","well"
"POCO_CD_POCO_019695","is","well"
"POCO_CD_POCO_019696","is","well"
"POCO_CD_POCO_019697","is","well"
"POCO_CD_POCO_019698","is","well"
"POCO_CD_POCO_019699","is","well"
"POCO_CD_POCO_019700","is","well"
"POCO_CD_POCO_019701","is","well"
"POCO_CD_POCO_019702","is","well"
"POCO_CD_POCO_019703","is","well"
"POCO_CD_POCO_019704","is","well"
"POCO_CD_POCO_019705","is","well"
"POCO_CD_POCO_019706","is","well"
"POCO_CD_POCO_019707","is","well"
"POCO_CD_POCO_019708","is","well"
"POCO_CD_POCO_019709","is","well"
"POCO_CD_POCO_019710","is","well"
"POCO_CD_POCO_019711","is","well"
"POCO_CD_POCO_019712","is","well"
"POCO_CD_POCO_019713","is","well"
"POCO_CD_POCO_019714","is","well"
"POCO_CD_POCO_019715","is","well"
"POCO_CD_POCO_019716","is","well"
"POCO_CD_POCO_019717","is","well"
"POCO_CD_POCO_019718","is","well"
"POCO_CD_POCO_019719","is","well"
"POCO_CD_POCO_019720","is","well"
"POCO_CD_POCO_019721","is","well"
"POCO_CD_POCO_019722","is","well"
"POCO_CD_POCO_019723","is","well"
"POCO_CD_POCO_019724","is","well"
"POCO_CD_POCO_019725","is","well"
"POCO_CD_POCO_019726","is","well"
"POCO_CD_POCO_019727","is","well"
"POCO_CD_POCO_019728","is","well"
"POCO_CD_POCO_019729","is","well"
"POCO_CD_POCO_019730","is","well"
"POCO_CD_POCO_019731","is","well"
"POCO_CD_POCO_019732","is","well"
"POCO_CD_POCO_019733","is","well"
"POCO_CD_POCO_019734","is","well"
"POCO_CD_POCO_019735","is","well"
"POCO_CD_POCO_019736","is","well"
"POCO_CD_POCO_019737","is","well"
"POCO_CD_POCO_019738","is","well"
"POCO_CD_POCO_019739","is","well"
"POCO_CD_POCO_019740","is","well"
"POCO_CD_POCO_019741","is","well"
"POCO_CD_POCO_019742","is","well"
"POCO_CD_POCO_019743","is","well"
"POCO_CD_POCO_019744","is","well"
"POCO_CD_POCO_019745","is","well"
"POCO_CD_POCO_019746","is","well"
"POCO_CD_POCO_019747","is","well"
"POCO_CD_POCO_019748","is","well"
"POCO_CD_POCO_019749","is","well"
"POCO_CD_POCO_019750","is","well"
"POCO_CD_POCO_019751","is","well"
"POCO_CD_POCO_019752","is","well"
"POCO_CD_POCO_019753","is","well"
"POCO_CD_POCO_019754","is","well"
"POCO_CD_POCO_019755","is","well"
"POCO_CD_POCO_019756","is","well"
"POCO_CD_POCO_019757","is","well"
"POCO_CD_POCO_019758","is","well"
"POCO_CD_POCO_019759","is","well"
"POCO_CD_POCO_019760","is","well"
"POCO_CD_POCO_019761","is","well"
"POCO_CD_POCO_019762","is","well"
"POCO_CD_POCO_019763","is","well"
"POCO_CD_POCO_019764","is","well"
"POCO_CD_POCO_019765","is","well"
"POCO_CD_POCO_019766","is","well"
"POCO_CD_POCO_019767","is","well"
"POCO_CD_POCO_019768","is","well"
"POCO_CD_POCO_019769","is","well"
"POCO_CD_POCO_019770","is","well"
"POCO_CD_POCO_019771","is","well"
"POCO_CD_POCO_019772","is","well"
"POCO_CD_POCO_019773","is","well"
"POCO_CD_POCO_019774","is","well"
"POCO_CD_POCO_019775","is","well"
"POCO_CD_POCO_019776","is","well"
"POCO_CD_POCO_019777","is","well"
"POCO_CD_POCO_019778","is","well"
"POCO_CD_POCO_019779","is","well"
"POCO_CD_POCO_019780","is","well"
"POCO_CD_POCO_019781","is","well"
"POCO_CD_POCO_019782","is","well"
"POCO_CD_POCO_019783","is","well"
"POCO_CD_POCO_019784","is","well"
"POCO_CD_POCO_019785","is","well"
"POCO_CD_POCO_019786","is","well"
"POCO_CD_POCO_019787","is","well"
"POCO_CD_POCO_019788","is","well"
"POCO_CD_POCO_019789","is","well"
"POCO_CD_POCO_019790","is","well"
"POCO_CD_POCO_019791","is","well"
"POCO_CD_POCO_019792","is","well"
"POCO_CD_POCO_019793","is","well"
"POCO_CD_POCO_019794","is","well"
"POCO_CD_POCO_019795","is","well"
"POCO_CD_POCO_019796","is","well"
"POCO_CD_POCO_019797","is","well"
"POCO_CD_POCO_019798","is","well"
"POCO_CD_POCO_019799","is","well"
"POCO_CD_POCO_019800","is","well"
"POCO_CD_POCO_019801","is","well"
"POCO_CD_POCO_019802","is","well"
"POCO_CD_POCO_019803","is","well"
"POCO_CD_POCO_019804","is","well"
"POCO_CD_POCO_019805","is","well"
"POCO_CD_POCO_019806","is","well"
"POCO_CD_POCO_019807","is","well"
"POCO_CD_POCO_019808","is","well"
"POCO_CD_POCO_019809","is","well"
"POCO_CD_POCO_019810","is","well"
"POCO_CD_POCO_019811","is","well"
"POCO_CD_POCO_019812","is","well"
"POCO_CD_POCO_019813","is","well"
"POCO_CD_POCO_019814","is","well"
"POCO_CD_POCO_019815","is","well"
"POCO_CD_POCO_019816","is","well"
"POCO_CD_POCO_019817","is","well"
"POCO_CD_POCO_019818","is","well"
"POCO_CD_POCO_019819","is","well"
"POCO_CD_POCO_019820","is","well"
"POCO_CD_POCO_019821","is","well"
"POCO_CD_POCO_019822","is","well"
"POCO_CD_POCO_019823","is","well"
"POCO_CD_POCO_019824","is","well"
"POCO_CD_POCO_019825","is","well"
"POCO_CD_POCO_019826","is","well"
"POCO_CD_POCO_019827","is","well"
"POCO_CD_POCO_019828","is","well"
"POCO_CD_POCO_019829","is","well"
"POCO_CD_POCO_019830","is","well"
"POCO_CD_POCO_019831","is","well"
"POCO_CD_POCO_019832","is","well"
"POCO_CD_POCO_019833","is","well"
"POCO_CD_POCO_019834","is","well"
"POCO_CD_POCO_019835","is","well"
"POCO_CD_POCO_019836","is","well"
"POCO_CD_POCO_019837","is","well"
"POCO_CD_POCO_019838","is","well"
"POCO_CD_POCO_019839","is","well"
"POCO_CD_POCO_019840","is","well"
"POCO_CD_POCO_019841","is","well"
"POCO_CD_POCO_019842","is","well"
"POCO_CD_POCO_019843","is","well"
"POCO_CD_POCO_019844","is","well"
"POCO_CD_POCO_019845","is","well"
"POCO_CD_POCO_019846","is","well"
"POCO_CD_POCO_019847","is","well"
"POCO_CD_POCO_019848","is","well"
"POCO_CD_POCO_019849","is","well"
"POCO_CD_POCO_019850","is","well"
"POCO_CD_POCO_019851","is","well"
"POCO_CD_POCO_019852","is","well"
"POCO_CD_POCO_019853","is","well"
"POCO_CD_POCO_019854","is","well"
"POCO_CD_POCO_019855","is","well"
"POCO_CD_POCO_019856","is","well"
"POCO_CD_POCO_019857","is","well"
"POCO_CD_POCO_019858","is","well"
"POCO_CD_POCO_019859","is","well"
"POCO_CD_POCO_019860","is","well"
"POCO_CD_POCO_019861","is","well"
"POCO_CD_POCO_019862","is","well"
"POCO_CD_POCO_019863","is","well"
"POCO_CD_POCO_019864","is","well"
"POCO_CD_POCO_019865","is","well"
"POCO_CD_POCO_019866","is","well"
"POCO_CD_POCO_019867","is","well"
"POCO_CD_POCO_019868","is","well"
"POCO_CD_POCO_019869","is","well"
"POCO_CD_POCO_019870","is","well"
"POCO_CD_POCO_019871","is","well"
"POCO_CD_POCO_019872","is","well"
"POCO_CD_POCO_019873","is","well"
"POCO_CD_POCO_019874","is","well"
"POCO_CD_POCO_019875","is","well"
"POCO_CD_POCO_019876","is","well"
"POCO_CD_POCO_019877","is","well"
"POCO_CD_POCO_019878","is","well"
"POCO_CD_POCO_019879","is","well"
"POCO_CD_POCO_019880","is","well"
"POCO_CD_POCO_019881","is","well"
"POCO_CD_POCO_019882","is","well"
"POCO_CD_POCO_019883","is","well"
"POCO_CD_POCO_019884","is","well"
"POCO_CD_POCO_019885","is","well"
"POCO_CD_POCO_019886","is","well"
"POCO_CD_POCO_019887","is","well"
"POCO_CD_POCO_019888","is","well"
"POCO_CD_POCO_019889","is","well"
"POCO_CD_POCO_019890","is","well"
"POCO_CD_POCO_019891","is","well"
"POCO_CD_POCO_019892","is","well"
"POCO_CD_POCO_019893","is","well"
"POCO_CD_POCO_019894","is","well"
"POCO_CD_POCO_019895","is","well"
"POCO_CD_POCO_019896","is","well"
"POCO_CD_POCO_019897","is","well"
"POCO_CD_POCO_019898","is","well"
"POCO_CD_POCO_019899","is","well"
"POCO_CD_POCO_019900","is","well"
"POCO_CD_POCO_019901","is","well"
"POCO_CD_POCO_019902","is","well"
"POCO_CD_POCO_019903","is","well"
"POCO_CD_POCO_019904","is","well"
"POCO_CD_POCO_019905","is","well"
"POCO_CD_POCO_019906","is","well"
"POCO_CD_POCO_019907","is","well"
"POCO_CD_POCO_019908","is","well"
"POCO_CD_POCO_019909","is","well"
"POCO_CD_POCO_019910","is","well"
"POCO_CD_POCO_019911","is","well"
"POCO_CD_POCO_019912","is","well"
"POCO_CD_POCO_019913","is","well"
"POCO_CD_POCO_019914","is","well"
"POCO_CD_POCO_019915","is","well"
"POCO_CD_POCO_019916","is","well"
"POCO_CD_POCO_019917","is","well"
"POCO_CD_POCO_019918","is","well"
"POCO_CD_POCO_019919","is","well"
"POCO_CD_POCO_019920","is","well"
"POCO_CD_POCO_019921","is","well"
"POCO_CD_POCO_019922","is","well"
"POCO_CD_POCO_019923","is","well"
"POCO_CD_POCO_019924","is","well"
"POCO_CD_POCO_019925","is","well"
"POCO_CD_POCO_019926","is","well"
"POCO_CD_POCO_019927","is","well"
"POCO_CD_POCO_019928","is","well"
"POCO_CD_POCO_019929","is","well"
"POCO_CD_POCO_019930","is","well"
"POCO_CD_POCO_019931","is","well"
"POCO_CD_POCO_019932","is","well"
"POCO_CD_POCO_019933","is","well"
"POCO_CD_POCO_019934","is","well"
"POCO_CD_POCO_019935","is","well"
"POCO_CD_POCO_019936","is","well"
"POCO_CD_POCO_019937","is","well"
"POCO_CD_POCO_019938","is","well"
"POCO_CD_POCO_019939","is","well"
"POCO_CD_POCO_019940","is","well"
"POCO_CD_POCO_019941","is","well"
"POCO_CD_POCO_019942","is","well"
"POCO_CD_POCO_019943","is","well"
"POCO_CD_POCO_019944","is","well"
"POCO_CD_POCO_019945","is","well"
"POCO_CD_POCO_019946","is","well"
"POCO_CD_POCO_019947","is","well"
"POCO_CD_POCO_019948","is","well"
"POCO_CD_POCO_019949","is","well"
"POCO_CD_POCO_019950","is","well"
"POCO_CD_POCO_019951","is","well"
"POCO_CD_POCO_019952","is","well"
"POCO_CD_POCO_019953","is","well"
"POCO_CD_POCO_019954","is","well"
"POCO_CD_POCO_019955","is","well"
"POCO_CD_POCO_019956","is","well"
"POCO_CD_POCO_019957","is","well"
"POCO_CD_POCO_019958","is","well"
"POCO_CD_POCO_019959","is","well"
"POCO_CD_POCO_019960","is","well"
"POCO_CD_POCO_019961","is","well"
"POCO_CD_POCO_019962","is","well"
"POCO_CD_POCO_019963","is","well"
"POCO_CD_POCO_019964","is","well"
"POCO_CD_POCO_019965","is","well"
"POCO_CD_POCO_019966","is","well"
"POCO_CD_POCO_019967","is","well"
"POCO_CD_POCO_019968","is","well"
"POCO_CD_POCO_019969","is","well"
"POCO_CD_POCO_019970","is","well"
"POCO_CD_POCO_019971","is","well"
"POCO_CD_POCO_019972","is","well"
"POCO_CD_POCO_019973","is","well"
"POCO_CD_POCO_019974","is","well"
"POCO_CD_POCO_019975","is","well"
"POCO_CD_POCO_019976","is","well"
"POCO_CD_POCO_019977","is","well"
"POCO_CD_POCO_019978","is","well"
"POCO_CD_POCO_019979","is","well"
"POCO_CD_POCO_019980","is","well"
"POCO_CD_POCO_019981","is","well"
"POCO_CD_POCO_019982","is","well"
"POCO_CD_POCO_019983","is","well"
"POCO_CD_POCO_019984","is","well"
"POCO_CD_POCO_019985","is","well"
"POCO_CD_POCO_019986","is","well"
"POCO_CD_POCO_019987","is","well"
"POCO_CD_POCO_019988","is","well"
"POCO_CD_POCO_019989","is","well"
"POCO_CD_POCO_019990","is","well"
"POCO_CD_POCO_019991","is","well"
"POCO_CD_POCO_019992","is","well"
"POCO_CD_POCO_019993","is","well"
"POCO_CD_POCO_019994","is","well"
"POCO_CD_POCO_019995","is","well"
"POCO_CD_POCO_019996","is","well"
"POCO_CD_POCO_019997","is","well"
"POCO_CD_POCO_019998","is","well"
"POCO_CD_POCO_019999","is","well"
"POCO_CD_POCO_020000","is","well"
"POCO_CD_POCO_020001","is","well"
"POCO_CD_POCO_020002","is","well"
"POCO_CD_POCO_020003","is","well"
"POCO_CD_POCO_020004","is","well"
"POCO_CD_POCO_020005","is","well"
"POCO_CD_POCO_020006","is","well"
"POCO_CD_POCO_020007","is","well"
"POCO_CD_POCO_020008","is","well"
"POCO_CD_POCO_020009","is","well"
"POCO_CD_POCO_020010","is","well"
"POCO_CD_POCO_020011","is","well"
"POCO_CD_POCO_020012","is","well"
"POCO_CD_POCO_020013","is","well"
"POCO_CD_POCO_020014","is","well"
"POCO_CD_POCO_020015","is","well"
"POCO_CD_POCO_020016","is","well"
"POCO_CD_POCO_020017","is","well"
"POCO_CD_POCO_020018","is","well"
"POCO_CD_POCO_020019","is","well"
"POCO_CD_POCO_020020","is","well"
"POCO_CD_POCO_020021","is","well"
"POCO_CD_POCO_020022","is","well"
"POCO_CD_POCO_020023","is","well"
"POCO_CD_POCO_020024","is","well"
"POCO_CD_POCO_020025","is","well"
"POCO_CD_POCO_020026","is","well"
"POCO_CD_POCO_020027","is","well"
"POCO_CD_POCO_020028","is","well"
"POCO_CD_POCO_020029","is","well"
"POCO_CD_POCO_020030","is","well"
"POCO_CD_POCO_020031","is","well"
"POCO_CD_POCO_020032","is","well"
"POCO_CD_POCO_020033","is","well"
"POCO_CD_POCO_020034","is","well"
"POCO_CD_POCO_020035","is","well"
"POCO_CD_POCO_020036","is","well"
"POCO_CD_POCO_020037","is","well"
"POCO_CD_POCO_020038","is","well"
"POCO_CD_POCO_020039","is","well"
"POCO_CD_POCO_020040","is","well"
"POCO_CD_POCO_020041","is","well"
"POCO_CD_POCO_020042","is","well"
"POCO_CD_POCO_020043","is","well"
"POCO_CD_POCO_020044","is","well"
"POCO_CD_POCO_020045","is","well"
"POCO_CD_POCO_020046","is","well"
"POCO_CD_POCO_020047","is","well"
"POCO_CD_POCO_020048","is","well"
"POCO_CD_POCO_020049","is","well"
"POCO_CD_POCO_020050","is","well"
"POCO_CD_POCO_020051","is","well"
"POCO_CD_POCO_020052","is","well"
"POCO_CD_POCO_020053","is","well"
"POCO_CD_POCO_020054","is","well"
"POCO_CD_POCO_020055","is","well"
"POCO_CD_POCO_020056","is","well"
"POCO_CD_POCO_020057","is","well"
"POCO_CD_POCO_020058","is","well"
"POCO_CD_POCO_020059","is","well"
"POCO_CD_POCO_020060","is","well"
"POCO_CD_POCO_020061","is","well"
"POCO_CD_POCO_020062","is","well"
"POCO_CD_POCO_020063","is","well"
"POCO_CD_POCO_020064","is","well"
"POCO_CD_POCO_020065","is","well"
"POCO_CD_POCO_020066","is","well"
"POCO_CD_POCO_020067","is","well"
"POCO_CD_POCO_020068","is","well"
"POCO_CD_POCO_020069","is","well"
"POCO_CD_POCO_020070","is","well"
"POCO_CD_POCO_020071","is","well"
"POCO_CD_POCO_020072","is","well"
"POCO_CD_POCO_020073","is","well"
"POCO_CD_POCO_020074","is","well"
"POCO_CD_POCO_020075","is","well"
"POCO_CD_POCO_020076","is","well"
"POCO_CD_POCO_020077","is","well"
"POCO_CD_POCO_020078","is","well"
"POCO_CD_POCO_020079","is","well"
"POCO_CD_POCO_020080","is","well"
"POCO_CD_POCO_020081","is","well"
"POCO_CD_POCO_020082","is","well"
"POCO_CD_POCO_020083","is","well"
"POCO_CD_POCO_020084","is","well"
"POCO_CD_POCO_020085","is","well"
"POCO_CD_POCO_020086","is","well"
"POCO_CD_POCO_020087","is","well"
"POCO_CD_POCO_020088","is","well"
"POCO_CD_POCO_020089","is","well"
"POCO_CD_POCO_020090","is","well"
"POCO_CD_POCO_020091","is","well"
"POCO_CD_POCO_020092","is","well"
"POCO_CD_POCO_020093","is","well"
"POCO_CD_POCO_020094","is","well"
"POCO_CD_POCO_020095","is","well"
"POCO_CD_POCO_020096","is","well"
"POCO_CD_POCO_020097","is","well"
"POCO_CD_POCO_020098","is","well"
"POCO_CD_POCO_020099","is","well"
"POCO_CD_POCO_020100","is","well"
"POCO_CD_POCO_020101","is","well"
"POCO_CD_POCO_020102","is","well"
"POCO_CD_POCO_020103","is","well"
"POCO_CD_POCO_020104","is","well"
"POCO_CD_POCO_020105","is","well"
"POCO_CD_POCO_020106","is","well"
"POCO_CD_POCO_020107","is","well"
"POCO_CD_POCO_020108","is","well"
"POCO_CD_POCO_020109","is","well"
"POCO_CD_POCO_020110","is","well"
"POCO_CD_POCO_020111","is","well"
"POCO_CD_POCO_020112","is","well"
"POCO_CD_POCO_020113","is","well"
"POCO_CD_POCO_020114","is","well"
"POCO_CD_POCO_020115","is","well"
"POCO_CD_POCO_020116","is","well"
"POCO_CD_POCO_020117","is","well"
"POCO_CD_POCO_020118","is","well"
"POCO_CD_POCO_020119","is","well"
"POCO_CD_POCO_020120","is","well"
"POCO_CD_POCO_020121","is","well"
"POCO_CD_POCO_020122","is","well"
"POCO_CD_POCO_020123","is","well"
"POCO_CD_POCO_020124","is","well"
"POCO_CD_POCO_020125","is","well"
"POCO_CD_POCO_020126","is","well"
"POCO_CD_POCO_020127","is","well"
"POCO_CD_POCO_020128","is","well"
"POCO_CD_POCO_020129","is","well"
"POCO_CD_POCO_020130","is","well"
"POCO_CD_POCO_020131","is","well"
"POCO_CD_POCO_020132","is","well"
"POCO_CD_POCO_020133","is","well"
"POCO_CD_POCO_020134","is","well"
"POCO_CD_POCO_020135","is","well"
"POCO_CD_POCO_020136","is","well"
"POCO_CD_POCO_020137","is","well"
"POCO_CD_POCO_020138","is","well"
"POCO_CD_POCO_020139","is","well"
"POCO_CD_POCO_020140","is","well"
"POCO_CD_POCO_020141","is","well"
"POCO_CD_POCO_020142","is","well"
"POCO_CD_POCO_020143","is","well"
"POCO_CD_POCO_020144","is","well"
"POCO_CD_POCO_020145","is","well"
"POCO_CD_POCO_020146","is","well"
"POCO_CD_POCO_020147","is","well"
"POCO_CD_POCO_020148","is","well"
"POCO_CD_POCO_020149","is","well"
"POCO_CD_POCO_020150","is","well"
"POCO_CD_POCO_020151","is","well"
"POCO_CD_POCO_020152","is","well"
"POCO_CD_POCO_020153","is","well"
"POCO_CD_POCO_020154","is","well"
"POCO_CD_POCO_020155","is","well"
"POCO_CD_POCO_020156","is","well"
"POCO_CD_POCO_020157","is","well"
"POCO_CD_POCO_020158","is","well"
"POCO_CD_POCO_020159","is","well"
"POCO_CD_POCO_020160","is","well"
"POCO_CD_POCO_020161","is","well"
"POCO_CD_POCO_020162","is","well"
"POCO_CD_POCO_020163","is","well"
"POCO_CD_POCO_020164","is","well"
"POCO_CD_POCO_020165","is","well"
"POCO_CD_POCO_020166","is","well"
"POCO_CD_POCO_020167","is","well"
"POCO_CD_POCO_020168","is","well"
"POCO_CD_POCO_020169","is","well"
"POCO_CD_POCO_020170","is","well"
"POCO_CD_POCO_020171","is","well"
"POCO_CD_POCO_020172","is","well"
"POCO_CD_POCO_020173","is","well"
"POCO_CD_POCO_020174","is","well"
"POCO_CD_POCO_020175","is","well"
"POCO_CD_POCO_020176","is","well"
"POCO_CD_POCO_020177","is","well"
"POCO_CD_POCO_020178","is","well"
"POCO_CD_POCO_020179","is","well"
"POCO_CD_POCO_020180","is","well"
"POCO_CD_POCO_020181","is","well"
"POCO_CD_POCO_020182","is","well"
"POCO_CD_POCO_020183","is","well"
"POCO_CD_POCO_020184","is","well"
"POCO_CD_POCO_020185","is","well"
"POCO_CD_POCO_020186","is","well"
"POCO_CD_POCO_020187","is","well"
"POCO_CD_POCO_020188","is","well"
"POCO_CD_POCO_020189","is","well"
"POCO_CD_POCO_020190","is","well"
"POCO_CD_POCO_020191","is","well"
"POCO_CD_POCO_020192","is","well"
"POCO_CD_POCO_020193","is","well"
"POCO_CD_POCO_020194","is","well"
"POCO_CD_POCO_020195","is","well"
"POCO_CD_POCO_020196","is","well"
"POCO_CD_POCO_020197","is","well"
